"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr"
506166345551;;;;;"iPhone 14 - 128 - Белый";;;https://static.tildacdn.com/stor3039-3964-4038-a534-333732333463/86159851.jpg;47990.00;;;"Память:128;Цвет:Белый";;2b6paHJrZmglSxhTKt4N;353963217291;0;0;0;0;;;;;
223175349011;;;;;"iPhone 14 - 256 - Белый";;;https://static.tildacdn.com/stor3039-3964-4038-a534-333732333463/86159851.jpg;57990.00;;;"Память:256;Цвет:Белый";;su6aBJdr5eVEULMCh4as;353963217291;0;0;0;0;;;;;
364938703991;;;;;"iPhone 14 - 512 - Белый";;;https://static.tildacdn.com/stor3039-3964-4038-a534-333732333463/86159851.jpg;61990.00;;;"Память:512;Цвет:Белый";;P40g5P2aur9cGt42zpxI;353963217291;0;0;0;0;;;;;
417889122261;;;;;"iPhone 14 - 128 - Синий";;;https://static.tildacdn.com/stor6661-3932-4062-a139-316262346365/99444494.jpg;47990.00;;;"Память:128;Цвет:Синий";;RoeL31a4P4NB1A23hs0U;353963217291;0;0;0;0;;;;;
115397976321;;;;;"iPhone 14 - 256 - Синий";;;https://static.tildacdn.com/stor6661-3932-4062-a139-316262346365/99444494.jpg;57990.00;;;"Память:256;Цвет:Синий";;LLSn9XzFNuTJt8PDPzft;353963217291;0;0;0;0;;;;;
118172159091;;;;;"iPhone 14 - 512 - Синий";;;https://static.tildacdn.com/stor6661-3932-4062-a139-316262346365/99444494.jpg;61990.00;;;"Память:512;Цвет:Синий";;J0EOVRtKrFasHKZl4jSA;353963217291;0;0;0;0;;;;;
564553321861;;;;MacBook;"MacBook Air 2022 м2";;;https://static.tildacdn.com/stor3166-3230-4565-a632-336166343063/97304696.jpg;;;;;;YJ4XTh1JAT9xKnsdF2uh;;0;0;0;0;"Купить MacBook в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести оригинальные MacBook в кредит и рассрочку.";"Купить макбук Оренбург, купить макбук в кредит, макбук по низкой стоимости, macbook оренбург купить";;
584709927831;;;;;"MacBook Air 2022 м2 - Полуночный чёрный - 256";;;https://static.tildacdn.com/stor3166-3230-4565-a632-336166343063/97304696.jpg;92990.00;;;"Цвет:Полуночный чёрный;Память:256";;Zzr8uervGko2H2LRmk4f;564553321861;0;0;0;0;;;;;
393864145821;;;;;"MacBook Air 2022 м2 - Полуночный чёрный - 512";;;https://static.tildacdn.com/stor3166-3230-4565-a632-336166343063/97304696.jpg;113990.00;;;"Цвет:Полуночный чёрный;Память:512";;y4nthB8jvrD6rl36ZrZ0;564553321861;0;0;0;0;;;;;
888486997311;;;;;"MacBook Air 2022 м2 - Серебристый - 256";;;https://static.tildacdn.com/stor3661-3534-4537-a365-393336633730/29447486.jpg;92990.00;;;"Цвет:Серебристый;Память:256";;IagZKEV133Es1MZtTaG6;564553321861;0;0;0;0;;;;;
286144821001;;;;;"MacBook Air 2022 м2 - Серебристый - 512";;;https://static.tildacdn.com/stor3661-3534-4537-a365-393336633730/29447486.jpg;113990.00;;;"Цвет:Серебристый;Память:512";;tuUcnVK1a3E610MLNubA;564553321861;0;0;0;0;;;;;
469501278411;;;;;"MacBook Air 2022 м2 - Сияющая звезда - 256";;;https://static.tildacdn.com/stor3365-3265-4362-a436-373331373631/65526916.jpg;92990.00;;;"Цвет:Сияющая звезда;Память:256";;25EyxXbE55lAzoU111HZ;564553321861;0;0;0;0;;;;;
414674772321;;;;;"MacBook Air 2022 м2 - Сияющая звезда - 512";;;https://static.tildacdn.com/stor3365-3265-4362-a436-373331373631/65526916.jpg;113990.00;;;"Цвет:Сияющая звезда;Память:512";;GXxcgnZXR5Dc3Xmt9xoN;564553321861;0;0;0;0;;;;;
670005302161;;;;;"MacBook Air 2022 м2 - Серый космос - 256";;;https://static.tildacdn.com/stor3731-3636-4032-a361-383332353638/11385970.jpg;92990.00;;;"Цвет:Серый космос;Память:256";;POKbzBUG5BNybO7i5mdy;564553321861;0;0;0;0;;;;;
666096114411;;;;;"MacBook Air 2022 м2 - Серый космос - 512";;;https://static.tildacdn.com/stor3731-3636-4032-a361-383332353638/11385970.jpg;113990.00;;;"Цвет:Серый космос;Память:512";;64yMrnk7s3EeMly67L5L;564553321861;0;0;0;0;;;;;
459516264231;;;;IPhone;"iPhone 13";;;https://static.tildacdn.com/stor6361-3366-4239-a161-386631333562/40028524.jpg;;;;;;ppEacnvAtZlTUvMb9lfB;;0;0;0;0;"Купить iPhone 13 в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести айфон в кредит и рассрочку.";"купить айфон, купить iPhone, купить айфон в оренбурге, айфон оренбург, айфон в кредит, айфон купить недорого, iphone оренбург купить в рассрочку";;
772920943311;;;;;"iPhone 13 - Зелёный - 128";;;https://static.tildacdn.com/stor3939-3735-4763-b735-343236663765/47433984.jpg;39990.00;;;"Цвет:Зелёный;Память:128";;aERriXCbM26KjFJVoLRt;459516264231;0;0;0;0;;;;;
861069056601;;;;;"iPhone 13 - Зелёный - 256";;;https://static.tildacdn.com/stor3939-3735-4763-b735-343236663765/47433984.jpg;44990.00;;;"Цвет:Зелёный;Память:256";;yuUNYjayiFGUgZjxgcoT;459516264231;0;0;0;0;;;;;
111765112141;;;;;"iPhone 13 - Зелёный - 512";;;https://static.tildacdn.com/stor3939-3735-4763-b735-343236663765/47433984.jpg;51990.00;;;"Цвет:Зелёный;Память:512";;iTtkTcFAP9fnOt8K16jl;459516264231;0;0;0;0;;;;;
170862631721;;;;;"iPhone 13 - Чёрный - 128";;;https://static.tildacdn.com/stor6361-3366-4239-a161-386631333562/40028524.jpg;39990.00;;;"Цвет:Чёрный;Память:128";;TJe0VBiHKkjBbBDVl0Jl;459516264231;0;0;0;0;;;;;
228120131661;;;;;"iPhone 13 - Чёрный - 256";;;https://static.tildacdn.com/stor6361-3366-4239-a161-386631333562/40028524.jpg;44990.00;;;"Цвет:Чёрный;Память:256";;uxjo64yEYv8BFPC267YE;459516264231;0;0;0;0;;;;;
370113525511;;;;;"iPhone 13 - Чёрный - 512";;;https://static.tildacdn.com/stor6361-3366-4239-a161-386631333562/40028524.jpg;51990.00;;;"Цвет:Чёрный;Память:512";;jdnitkokuOtPv0X96PTj;459516264231;0;0;0;0;;;;;
718014413271;;;;;"iPhone 13 - Розовый - 128";;;https://static.tildacdn.com/stor6138-3337-4664-a238-303937373235/65120912.jpg;39990.00;;;"Цвет:Розовый;Память:128";;eitjuioud4kVhBuNnXRH;459516264231;0;0;0;0;;;;;
344177040021;;;;;"iPhone 13 - Розовый - 256";;;https://static.tildacdn.com/stor6138-3337-4664-a238-303937373235/65120912.jpg;45990.00;;;"Цвет:Розовый;Память:256";;cLPFUpFhHOS5Tcf7z7sk;459516264231;0;0;0;0;;;;;
276424183381;;;;;"iPhone 13 - Розовый - 512";;;https://static.tildacdn.com/stor6138-3337-4664-a238-303937373235/65120912.jpg;51990.00;;;"Цвет:Розовый;Память:512";;sOCHF8olRc6sxmV1J8YS;459516264231;0;0;0;0;;;;;
239655019511;;;;;"iPhone 13 - Красный - 128";;;https://static.tildacdn.com/stor3432-3531-4766-b330-653737623736/10370955.jpg;39990.00;;;"Цвет:Красный;Память:128";;cpOkDJciBDigTR3a3xnj;459516264231;0;0;0;0;;;;;
716594332291;;;;;"iPhone 13 - Красный - 256";;;https://static.tildacdn.com/stor3432-3531-4766-b330-653737623736/10370955.jpg;45990.00;;;"Цвет:Красный;Память:256";;T2TMoCEPZgfbVAbcA2ru;459516264231;0;0;0;0;;;;;
581172535631;;;;;"iPhone 13 - Красный - 512";;;https://static.tildacdn.com/stor3432-3531-4766-b330-653737623736/10370955.jpg;51990.00;;;"Цвет:Красный;Память:512";;PysM9keIbCgGsjgOPYGR;459516264231;0;0;0;0;;;;;
836643557201;;;;;"iPhone 13 - Белый - 128";;;https://static.tildacdn.com/stor3034-3365-4262-b137-666636613666/19800827.jpg;39990.00;;;"Цвет:Белый;Память:128";;puK5cXODhYR7Lzc2ycNB;459516264231;0;0;0;0;;;;;
439953030691;;;;;"iPhone 13 - Белый - 256";;;https://static.tildacdn.com/stor3034-3365-4262-b137-666636613666/19800827.jpg;45990.00;;;"Цвет:Белый;Память:256";;S1HJlccIYdTM13cLebTr;459516264231;0;0;0;0;;;;;
662137887211;;;;;"iPhone 13 - Белый - 512";;;https://static.tildacdn.com/stor3034-3365-4262-b137-666636613666/19800827.jpg;51990.00;;;"Цвет:Белый;Память:512";;PNEbpoHCbZHzE3DerLv7;459516264231;0;0;0;0;;;;;
227819320291;;;;;"iPhone 13 - Синий - 128";;;https://static.tildacdn.com/stor3737-3631-4361-b036-313063363762/14256588.jpg;39990.00;;;"Цвет:Синий;Память:128";;EIia12j1KvNa4k6p0C7S;459516264231;0;0;0;0;;;;;
409754199911;;;;;"iPhone 13 - Синий - 256";;;https://static.tildacdn.com/stor3737-3631-4361-b036-313063363762/14256588.jpg;45990.00;;;"Цвет:Синий;Память:256";;JthxdFsevMbCU2ixmA3E;459516264231;0;0;0;0;;;;;
179863484721;;;;;"iPhone 13 - Синий - 512";;;https://static.tildacdn.com/stor3737-3631-4361-b036-313063363762/14256588.jpg;51990.00;;;"Цвет:Синий;Память:512";;ROYz4JDNFTV7Bd8T3IAI;459516264231;0;0;0;0;;;;;
983986745811;;;;"AirPods;Наушники";"AirPods Pro 2";;;https://static.tildacdn.com/stor6361-6636-4234-a639-643362613062/77503049.jpg;15990.00;;;;;kLl8Go5ohZyUAffk8cP3;;0;0;0;0;"Купить AirPods Pro 2 в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести оригинальные AirPods Pro в кредит и рассрочку.";"Купить оригинальные аирподс, Купить оригинальные AirPods, купить аирподс Оренбург, оригинальные аирподс дешево, аирподс в кредит, AirPods в рассрочку";;
293415098241;;;;MacBook;"MacBook Air 2019";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;;;;;;0pBFDnkJJjPSf6C4NpuB;;0;0;0;0;"Купить MacBook в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести оригинальные MacBook в кредит и рассрочку.";"Купить макбук Оренбург, купить макбук в кредит, макбук по низкой стоимости, macbook оренбург купить";;
409834018431;;;;;"MacBook Air 2019 - Серебристый - 128";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Серебристый;Память:128";;KGmUJsL5fLgbyzkZSsxu;293415098241;0;0;0;0;;;;;
953283539821;;;;;"MacBook Air 2019 - Серебристый - 256";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Серебристый;Память:256";;G8iTxg0JPjNZNPhE5p3n;293415098241;0;0;0;0;;;;;
971267922691;;;;;"MacBook Air 2019 - Серебристый - 512";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Серебристый;Память:512";;EFzGdVMtyyCAzDYlyG20;293415098241;0;0;0;0;;;;;
490602156171;;;;;"MacBook Air 2019 - Серый космос - 128";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Серый космос;Память:128";;uBLg9vSpGUTPDPJR4rkd;293415098241;0;0;0;0;;;;;
672296528231;;;;;"MacBook Air 2019 - Серый космос - 256";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Серый космос;Память:256";;a1p5XMTDheCmTsj1n1if;293415098241;0;0;0;0;;;;;
845363069541;;;;;"MacBook Air 2019 - Серый космос - 512";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Серый космос;Память:512";;2YsT9Mf7ifYk0Jjhicbj;293415098241;0;0;0;0;;;;;
660900169891;;;;;"MacBook Air 2019 - Золото - 128";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Золото;Память:128";;EvGbHelCIdjXJFbtExJV;293415098241;0;0;0;0;;;;;
863263110651;;;;;"MacBook Air 2019 - Золото - 256";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Золото;Память:256";;hBGnlYfm493PADmsnufv;293415098241;0;0;0;0;;;;;
946754364581;;;;;"MacBook Air 2019 - Золото - 512";;;https://static.tildacdn.com/stor3734-6138-4632-b934-313164636464/38351828.jpg;0;;;"Цвет:Золото;Память:512";;2FisAmXVPFIbFubBEv0C;293415098241;0;0;0;0;;;;;
134705882381;;;;MacBook;"MacBook Pro 2019 13""";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;;;;;;nXyggabMsbUzUgAdjKoG;;0;0;0;0;"Купить MacBook в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести оригинальные MacBook в кредит и рассрочку.";"Купить макбук Оренбург, купить макбук в кредит, макбук по низкой стоимости, macbook оренбург купить";;
905711349001;;;;;"MacBook Pro 2019 13"" - Серый космос - 256";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;0;;;"Цвет:Серый космос;Память:256";;VJVVvgDftAseAeO9EoaB;134705882381;0;0;0;0;;;;;
129271010241;;;;;"MacBook Pro 2019 13"" - Серый космос - 512";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;0;;;"Цвет:Серый космос;Память:512";;JmeYyHbK6g0jZFY00DT8;134705882381;0;0;0;0;;;;;
943454564561;;;;;"MacBook Pro 2019 13"" - Серый космос - 1024";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;0;;;"Цвет:Серый космос;Память:1024";;TPCAoVPUTig5ScpcZtS1;134705882381;0;0;0;0;;;;;
155906413271;;;;;"MacBook Pro 2019 13"" - Серебристый - 256";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;0;;;"Цвет:Серебристый;Память:256";;BlXRRG6vtLd1vyzi91fc;134705882381;0;0;0;0;;;;;
492955663771;;;;;"MacBook Pro 2019 13"" - Серебристый - 512";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;0;;;"Цвет:Серебристый;Память:512";;IlGZso9veCibzT6OANHb;134705882381;0;0;0;0;;;;;
283249407431;;;;;"MacBook Pro 2019 13"" - Серебристый - 1024";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;0;;;"Цвет:Серебристый;Память:1024";;XghTn70uE7icY6A2CnBd;134705882381;0;0;0;0;;;;;
319564185001;;;;MacBook;"MacBook Pro 2019 15""";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;;;;;;jHugfZb8E4D2SsLOLNfn;;0;0;0;0;"Купить MacBook в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести оригинальные MacBook в кредит и рассрочку.";"Купить макбук Оренбург, купить макбук в кредит, макбук по низкой стоимости, macbook оренбург купить";;
964042923001;;;;;"MacBook Pro 2019 15"" - Серый космос - 256";;;;0;;;"Цвет:Серый космос;Память:256";;Amjvide1IuHz2fYHCIpz;319564185001;0;0;0;0;;;;;
833547464941;;;;;"MacBook Pro 2019 15"" - Серый космос - 512";;;;0;;;"Цвет:Серый космос;Память:512";;c25reajt3fzEDSkHUY3E;319564185001;0;0;0;0;;;;;
323383409831;;;;;"MacBook Pro 2019 15"" - Серый космос - 1024";;;;0;;;"Цвет:Серый космос;Память:1024";;8iLErOAz4tR7sxeTu3y8;319564185001;0;0;0;0;;;;;
839085244051;;;;;"MacBook Pro 2019 15"" - Серебристый - 256";;;;0;;;"Цвет:Серебристый;Память:256";;5r501ERfV5PRYx642X0c;319564185001;0;0;0;0;;;;;
570100216611;;;;;"MacBook Pro 2019 15"" - Серебристый - 512";;;;0;;;"Цвет:Серебристый;Память:512";;CB0mOhCyo1zxLo1I5Sbf;319564185001;0;0;0;0;;;;;
181682170471;;;;;"MacBook Pro 2019 15"" - Серебристый - 1024";;;;0;;;"Цвет:Серебристый;Память:1024";;9nTGd0lrFtd8iuNkComJ;319564185001;0;0;0;0;;;;;
904630126891;;;;MacBook;"MacBook Pro 2019 16""";;;https://static.tildacdn.com/stor6130-3161-4465-a432-336636653238/17886734.jpg;;;;;;0RJyMtvo8LrXHV0Nbgl1;;0;0;0;0;"Купить MacBook в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести оригинальные MacBook в кредит и рассрочку.";"Купить макбук Оренбург, купить макбук в кредит, макбук по низкой стоимости, macbook оренбург купить";;
208773943881;;;;;"MacBook Pro 2019 16"" - Серебристый - 256";;;;0;;;"Цвет:Серебристый;Память:256";;aJJX0ORGB1DdYFOzj4x8;904630126891;0;0;0;0;;;;;
527922252311;;;;;"MacBook Pro 2019 16"" - Серебристый - 512";;;;0;;;"Цвет:Серебристый;Память:512";;d4PfyaGY25ReONFKPxYx;904630126891;0;0;0;0;;;;;
935405302671;;;;;"MacBook Pro 2019 16"" - Серебристый - 1024";;;;0;;;"Цвет:Серебристый;Память:1024";;uiv88K42e7zAMdYVkHuJ;904630126891;0;0;0;0;;;;;
184035803541;;;;;"MacBook Pro 2019 16"" - Серый космос - 256";;;;0;;;"Цвет:Серый космос;Память:256";;k07I40u04n9Nc4ddtgSH;904630126891;0;0;0;0;;;;;
943711635881;;;;;"MacBook Pro 2019 16"" - Серый космос - 512";;;;0;;;"Цвет:Серый космос;Память:512";;8G2XG6OMG3mSFTC64aT3;904630126891;0;0;0;0;;;;;
155039605051;;;;;"MacBook Pro 2019 16"" - Серый космос - 1024";;;;0;;;"Цвет:Серый космос;Память:1024";;EJukdXeRUvA0rvDmsYEO;904630126891;0;0;0;0;;;;;
724302864211;;;;MacBook;"MacBook Air M1 2020";;;https://static.tildacdn.com/stor6135-3963-4432-b431-303463323961/11643230.jpg;;;;;;ackp3B2jtL0aDhpdUII6;;0;0;0;0;"Купить MacBook Air M1 в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести оригинальные MacBook в кредит и рассрочку.";"Купить макбук Оренбург, купить макбук в кредит, макбук по низкой стоимости, macbook оренбург купить";;
617225375901;;;;;"MacBook Air M1 2020 - Золото - 128";;;;72990.00;;;"Цвет:Золото;Память:128";;S8G35CV4EO298tljnzuR;724302864211;0;0;0;0;;;;;
618033291491;;;;;"MacBook Air M1 2020 - Золото - 256";;;;72990.00;;;"Цвет:Золото;Память:256";;PPLtxn6abx3fvtjNiV0r;724302864211;0;0;0;0;;;;;
667976792561;;;;;"MacBook Air M1 2020 - Золото - 512";;;;72990.00;;;"Цвет:Золото;Память:512";;0O1Pysd3IJNra65203bc;724302864211;0;0;0;0;;;;;
862364881031;;;;;"MacBook Air M1 2020 - Серебристый - 128";;;;72990.00;;;"Цвет:Серебристый;Память:128";;riGRNYTYMauCcGde2ZvS;724302864211;0;0;0;0;;;;;
252315098231;;;;;"MacBook Air M1 2020 - Серебристый - 256";;;;72990.00;;;"Цвет:Серебристый;Память:256";;76vXcYYGtX48nLCNMr5v;724302864211;0;0;0;0;;;;;
783885003541;;;;;"MacBook Air M1 2020 - Серебристый - 512";;;;72990.00;;;"Цвет:Серебристый;Память:512";;Dex55pyBEzYrF4Td0yTs;724302864211;0;0;0;0;;;;;
553633853591;;;;;"MacBook Air M1 2020 - Серый космос - 128";;;;72990.00;;;"Цвет:Серый космос;Память:128";;Cevlet4k48gOok6PeXSk;724302864211;0;0;0;0;;;;;
532408174451;;;;;"MacBook Air M1 2020 - Серый космос - 256";;;;72990.00;;;"Цвет:Серый космос;Память:256";;IfMSFVR4yI96TI6MPuMi;724302864211;0;0;0;0;;;;;
208870053121;;;;;"MacBook Air M1 2020 - Серый космос - 512";;;;72990.00;;;"Цвет:Серый космос;Память:512";;mCLonPgUtfiGE2elyEaK;724302864211;0;0;0;0;;;;;
473368637831;;;;Аксессуары;"Провод для зарядки Lightning";;;https://static.tildacdn.com/stor3863-6362-4366-b131-373334376631/90832006.jpg;1800.00;;;;;Dtd0yV3R0uOa3E6YKuAA;;0;0;0;0;;;;;
350717272011;;;;Аксессуары;"Блок питания для айфона";;;https://static.tildacdn.com/stor3738-3365-4938-b061-633536376131/49695616.png;2600.00;;;;;N1Kiu4ANcvteEHd8dBrh;;0;0;0;0;;;;;
203130065771;;;;Аксессуары;"Защитные стекла для айфона";"Стекла в ассортименте. Наличие возможно уточнить у менеджера";;https://static.tildacdn.com/stor3338-3030-4534-b139-356262616338/67451329.jpg;2500.00;;;;;46HUgMSm0ZF2aA7TjfgP;;0;0;0;0;;;;;
971495739501;;;;Аксессуары;"Повербанк MagSafe";;;https://static.tildacdn.com/stor3465-3564-4066-b264-366335643034/79285769.png;2890.00;;;;;H8oTfbkGP0CGc96MNCJG;;0;0;0;0;;;;;
932790277081;;;;Аксессуары;"Ремешок для Apple Watch тканевый";"Цвета в ассортименте. Наличие возможно уточнить у менеджера";;https://static.tildacdn.com/stor3063-6532-4939-b535-643538366339/98549996.jpg;690.00;;;;;U3dNvIppgAfIjZKKKou3;;0;0;0;0;;;;;
428502747671;;;;Аксессуары;"Ремешок для Apple Watch силикон";"Цвета в ассортименте. Наличие возможно уточнить у менеджера";;https://static.tildacdn.com/stor6564-3433-4963-b961-623861316637/77302906.jpg;690.00;;;;;ZGuhLEgx92GVMz6vHMRn;;0;0;0;0;;;;;
197194272571;;;;Аксессуары;"Ремешок для Apple Watch миланское плетение";"Цвета в ассортименте. Наличие возможно уточнить у менеджера";;https://static.tildacdn.com/stor3566-3934-4330-a431-633663623934/51677481.png;690.00;;;;;v6xyHPkkeXzUFpVyyckT;;0;0;0;0;;;;;
322561005901;;;;Аксессуары;"Ремешок для Apple Watch металлический";"Цвета в ассортименте. Наличие возможно уточнить у менеджера";;https://static.tildacdn.com/stor6238-3339-4138-b363-343163393035/28010627.jpg;690.00;;;;;2vTUFzEo6lo1m3kjk8Yg;;0;0;0;0;;;;;
690185196521;;;;Аксессуары;Картхолдер;"Цвета в ассортименте. Наличие возможно уточнить у менеджера";;https://static.tildacdn.com/stor3366-3935-4533-b032-353462346137/92748496.jpg;900.00;;;;;azL63p77oL2Rxme86jLr;;0;0;0;0;;;;;
814876467671;;;;"AirPods;Наушники";"AirPods Max";;;https://static.tildacdn.com/stor6139-3139-4631-a336-356539636662/29953910.jpg;43990.00;;;;;mzNsoazfmGuhs1RT65sH;;0;0;0;0;"Купить AirPods Max в Оренбурге по низкой цене";"Магазин Apple техники Айточка в Оренбурге предлагает приобрести Apple технику по самой низкой цене. Вся техника сертифицирована. Возможность приобрести оригинальные AirPods Max в кредит и рассрочку.";"Купить оригинальные аирподс, Купить оригинальные AirPods, купить аирподс Оренбург, оригинальные аирподс дешево, аирподс в кредит, AirPods в рассрочку";;
114833300701;;;;Чехлы;"Чехол iPhone 8";"Цвета в ассортименте. Наличие возможно уточнить у менеджера";;https://static.tildacdn.com/stor3639-3632-4561-a362-376362386134/67782678.jpg;900.00;;;;;CIL1chcvvBPYxg8aj7au;;0;0;0;0;;;;;
187418628661;;;;Чехлы;"Чехол iPhone SE 2022";"Цвета в ассортименте. Наличие возможно уточнить у менеджера";;https://static.tildacdn.com/stor6263-6238-4061-b139-656365336231/33482839.jpg;900.00;;;;;AElfNHlP0Cbd3B1ra11R;;0;0;0;0;;;;;
